t_s,enc_x_deg,acc_x_deg,enc_y_deg,acc_y_deg,axW,ayW,azW,a_belt,v_belt,cmd_sps_x,cmd_dir_x,cmd_vel_x,steps_x,cmd_sps_y,cmd_dir_y,cmd_vel_y,steps_y,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
2.22429,2.197,-451.846,237.305,-1145.391,-0.515,-0.715,-0.350,-0.715,0.012,392.2,-1,-392.2,511,276.0,-1,-276.0,-1272,2.199,59.805,26.550,-0.274,0.000,-23.936,0.000
2.24448,9.141,-444.902,231.680,-1151.016,-0.359,-0.737,-0.343,-0.737,-0.002,355.2,-1,-355.2,504,258.1,-1,-258.1,-1278,2.227,58.880,26.774,-0.480,-0.064,-46.688,-6.269
2.26468,15.820,-438.223,226.143,-1156.553,-0.275,-0.506,-0.362,-0.506,-0.014,315.1,-1,-315.1,497,264.4,-1,-264.4,-1284,2.238,57.879,26.695,-1.002,-0.079,-104.480,-8.217
2.28488,21.445,-432.598,220.518,-1162.178,0.012,-0.579,-0.195,-0.579,-0.027,248.9,-1,-248.9,491,250.6,-1,-250.6,-1290,2.261,56.222,26.868,-1.007,-0.060,-82.996,-4.867
2.30359,26.367,-427.676,219.902,-1162.793,-0.020,-0.879,-0.572,-0.879,-0.044,170.7,-1,-170.7,486,0.0,-1,0.0,-1292,2.285,54.267,27.384,-0.856,0.251,-64.330,18.831
2.32378,31.641,-422.402,219.639,-1163.057,0.008,-0.766,-0.222,-0.766,-0.063,0.0,-1,0.0,480,0.0,-1,0.0,-1292,2.309,52.773,27.456,-1.494,0.071,-77.474,3.706
2.34397,32.080,-421.963,219.551,-1163.145,-0.065,-0.159,-0.155,-0.159,-0.071,0.0,-1,0.0,480,0.0,-1,0.0,-1292,2.319,51.603,27.662,-1.170,0.206,-126.148,22.173
2.36417,32.080,-421.963,219.639,-1163.057,-0.023,-0.012,-0.050,-0.012,-0.073,0.0,1,0.0,480,0.0,-1,0.0,-1292,2.339,48.633,27.453,-1.278,0.212,-115.054,19.077
2.38436,32.080,-421.963,219.727,-1162.969,0.047,0.060,-0.023,0.060,-0.073,142.6,1,142.6,480,0.0,-1,0.0,-1292,2.367,46.435,27.519,-0.915,0.065,-84.606,6.025
2.41077,23.730,-430.312,219.639,-1163.057,0.133,0.694,0.007,0.694,-0.058,177.8,1,177.8,489,0.0,-1,0.0,-1292,2.380,45.554,27.519,-0.881,0.000,-73.795,0.000
2.42873,18.633,-435.410,219.727,-1162.969,0.029,0.583,-0.016,0.583,-0.046,315.2,1,315.2,494,0.0,-1,0.0,-1292,2.411,42.120,27.658,-0.999,-0.060,-92.912,-5.475
2.44597,14.502,-439.541,219.727,-1162.969,-0.053,0.708,-0.002,0.708,-0.039,374.6,1,374.6,500,0.0,-1,0.0,-1292,2.420,40.634,27.326,-1.486,-0.332,-116.319,-26.015
2.46465,8.174,-445.869,219.639,-1163.057,0.035,0.848,0.039,0.848,-0.020,378.7,1,378.7,506,0.0,-1,0.0,-1292,2.448,40.533,27.446,-0.101,0.121,-4.343,5.234
2.48338,1.494,-452.549,219.639,-1163.057,0.065,0.974,-0.037,0.974,-0.002,419.7,1,419.7,513,0.0,-1,0.0,-1292,2.458,39.507,27.062,-1.026,-0.384,-83.268,-31.183
2.50359,353.496,-460.547,217.705,-1164.990,0.062,0.868,-0.022,0.868,0.015,454.8,1,454.8,521,254.0,-1,-254.0,-1294,2.479,38.630,26.825,-0.177,-0.318,-17.245,-30.970
