t_s,enc_x_deg,acc_x_deg,enc_y_deg,acc_y_deg,axW,ayW,azW,a_belt,v_belt,cmd_sps_x,cmd_dir_x,cmd_vel_x,steps_x,cmd_sps_y,cmd_dir_y,cmd_vel_y,steps_y,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.91719,229.834,0.000,83.848,0.000,0.005,0.011,-0.001,0.011,0.020,0.0,1,0.0,0,0.0,1,0.0,0,0.901,0.000,0.000,0.000,0.000,0.000,0.000
0.93592,229.922,0.088,83.936,0.088,0.004,0.011,-0.002,0.011,0.021,0.0,1,0.0,0,0.0,1,0.0,0,0.913,0.000,0.000,0.000,0.000,0.000,0.000
0.95611,229.834,0.000,83.936,0.088,0.001,0.008,-0.003,0.008,0.021,0.0,1,0.0,0,0.0,1,0.0,0,0.940,0.000,0.000,0.000,0.000,0.000,0.000
0.97631,229.922,0.088,83.848,0.000,0.002,0.010,0.002,0.010,0.021,0.0,1,0.0,0,0.0,1,0.0,0,0.961,0.000,0.000,0.000,0.000,0.000,0.000
0.99651,229.834,0.000,83.848,0.000,0.005,0.010,0.002,0.010,0.021,0.0,1,0.0,0,0.0,1,0.0,0,0.982,0.000,0.000,0.000,0.000,0.000,0.000
1.01672,205.928,-23.906,51.592,-32.256,0.256,1.426,0.706,1.426,0.036,2000.0,1,2000.0,29,2400.0,-1,-2400.0,-39,0.992,0.000,0.000,0.000,0.000,0.000,0.000
1.03691,170.068,-59.766,8.262,-75.586,0.177,0.469,0.220,0.469,0.052,2000.0,1,2000.0,65,2400.0,-1,-2400.0,-88,1.023,0.000,0.000,0.000,0.000,0.000,0.000
1.05563,134.824,-95.010,328.271,-115.576,0.173,0.472,0.232,0.472,0.064,2005.9,1,2005.9,100,2414.1,-1,-2414.1,-133,1.036,-0.149,-0.176,-0.149,-0.176,-10.591,-12.571
1.07580,97.295,-132.539,284.326,-159.521,0.034,0.541,-0.040,0.541,0.078,2005.9,1,2005.9,142,2414.1,-1,-2414.1,-182,1.036,-0.149,-0.176,-0.149,-0.176,-10.591,-12.571
1.09600,69.521,-160.312,243.457,-200.391,0.028,0.068,0.029,0.068,0.082,1762.6,1,1762.6,177,2375.5,-1,-2375.5,-227,1.075,5.935,0.306,2.155,-1.095,125.928,-63.978
1.11619,44.561,-185.273,200.654,-243.193,0.089,-0.340,0.160,-0.340,0.076,1617.0,1,1617.0,208,2240.3,-1,-2240.3,-273,1.095,9.574,1.996,1.723,0.838,144.006,69.974
1.13639,17.930,-211.904,161.631,-282.217,0.049,-0.019,-0.117,-0.019,0.074,1471.2,1,1471.2,238,2148.0,-1,-2148.0,-315,1.104,13.221,3.150,3.648,1.154,350.413,110.904
1.15658,351.299,-238.535,123.574,-320.273,0.127,-0.047,0.035,-0.047,0.072,1281.4,1,1281.4,265,2031.4,-1,-2031.4,-357,1.138,17.964,4.608,2.108,0.357,212.914,36.063
1.17678,327.832,-262.002,88.770,-355.078,0.166,-0.080,-0.018,-0.080,0.071,1118.8,1,1118.8,288,1956.5,-1,-1956.5,-396,1.159,22.031,5.544,2.179,0.132,195.913,11.917
1.19470,303.662,-286.172,52.471,-391.377,0.013,-0.096,-0.096,-0.096,0.072,1054.7,1,1054.7,308,1938.1,-1,-1938.1,-429,1.170,23.632,5.774,1.601,0.230,144.658,20.751
1.21352,286.436,-303.398,21.973,-421.875,0.040,-0.101,0.034,-0.101,0.070,988.0,1,988.0,328,1864.8,-1,-1864.8,-464,1.183,25.300,6.690,1.668,0.916,126.752,69.661
1.23565,274.482,-315.352,353.057,-450.791,-0.057,-0.356,0.028,-0.356,0.064,814.6,1,814.6,346,1795.8,-1,-1795.8,-505,1.219,29.635,7.553,1.780,0.679,131.668,50.285
1.25586,262.178,-327.656,322.822,-481.025,-0.127,-0.052,0.098,-0.052,0.062,696.7,1,696.7,361,1728.0,-1,-1728.0,-538,1.240,32.582,8.400,1.558,0.440,149.845,42.332
1.27605,251.631,-338.203,294.873,-508.975,-0.192,-0.151,-0.110,-0.151,0.060,641.8,1,641.8,374,1681.0,-1,-1681.0,-570,1.257,33.955,8.988,1.372,0.587,79.138,33.852
1.29625,243.984,-345.850,266.748,-537.100,-0.081,0.098,0.002,0.098,0.060,598.4,1,598.4,383,1653.4,-1,-1653.4,-601,1.270,35.039,9.332,1.085,0.344,80.607,25.583
1.31644,236.865,-352.969,238.008,-565.840,0.022,0.088,0.028,0.088,0.060,528.6,1,528.6,392,1563.3,-1,-1563.3,-632,1.301,36.786,10.459,0.424,0.921,26.689,58.067
1.33664,229.658,-360.176,211.465,-592.383,0.195,0.169,-0.019,0.169,0.064,471.5,1,471.5,401,1488.2,-1,-1488.2,-661,1.324,38.212,11.398,0.386,0.564,35.935,52.440
1.35534,223.418,-366.416,187.031,-616.816,-0.019,-0.142,-0.050,-0.142,0.063,471.5,1,471.5,408,1488.2,-1,-1488.2,-687,1.324,38.212,11.398,0.386,0.564,35.935,52.440
1.37555,216.650,-373.184,161.895,-641.953,0.020,0.060,-0.004,0.060,0.063,426.6,1,426.6,416,1390.1,-1,-1390.1,-714,1.354,39.335,12.624,0.587,0.418,50.119,35.631
1.39573,210.410,-379.424,137.285,-666.562,0.045,0.297,-0.059,0.297,0.066,398.6,1,398.6,423,1327.7,-1,-1327.7,-741,1.379,40.034,13.404,-0.273,0.558,-28.556,58.464
1.41593,203.994,-385.840,113.115,-690.732,-0.044,0.119,-0.013,0.119,0.070,376.3,1,376.3,430,1321.0,-1,-1321.0,-768,1.391,40.592,13.487,0.558,0.084,48.105,7.233
1.43613,198.018,-391.816,91.406,-712.441,-0.098,0.186,-0.067,0.186,0.072,326.5,1,326.5,436,1270.0,-1,-1270.0,-792,1.418,41.837,14.125,0.468,0.139,40.019,11.892
1.45549,192.744,-397.090,71.191,-732.656,-0.233,0.140,-0.036,0.140,0.075,309.6,1,309.6,441,1250.5,-1,-1250.5,-815,1.430,42.260,14.369,0.424,0.244,35.409,20.388
1.47569,186.504,-403.330,51.504,-752.344,-0.293,0.193,0.065,0.193,0.079,250.8,1,250.8,447,1167.7,-1,-1167.7,-838,1.455,43.730,15.403,0.799,0.622,73.585,57.243
1.49587,180.439,-409.395,32.959,-770.889,-0.069,0.436,0.069,0.436,0.089,228.9,1,228.9,453,1117.1,-1,-1117.1,-859,1.477,44.279,16.036,0.128,-0.075,8.646,-5.109
1.51609,174.375,-415.459,14.063,-789.785,-0.150,0.382,0.106,0.382,0.097,197.5,1,197.5,459,1074.5,-1,-1074.5,-880,1.495,45.063,16.568,0.353,0.084,31.780,7.572
1.53481,168.311,-421.523,356.836,-807.012,-0.011,0.506,0.038,0.506,0.110,184.7,1,184.7,465,1046.2,-1,-1046.2,-900,1.512,45.383,16.923,0.319,0.356,29.029,32.266
1.55499,162.246,-427.588,338.291,-825.557,-0.140,-0.254,-0.006,-0.254,0.109,163.1,1,163.1,471,1001.3,-1,-1001.3,-921,1.539,45.922,17.483,0.421,0.441,32.865,34.495
1.57519,155.830,-434.004,321.768,-842.080,-0.072,-0.292,-0.017,-0.292,0.104,139.1,1,139.1,477,946.9,-1,-946.9,-939,1.559,46.522,18.164,0.252,0.514,23.502,48.040
1.59539,153.193,-436.641,307.266,-856.582,-0.080,-0.184,0.019,-0.184,0.101,0.0,1,0.0,480,900.9,-1,-900.9,-955,1.580,47.204,18.739,0.112,0.453,10.085,40.873
1.61566,153.281,-436.553,292.324,-871.523,-0.157,-0.309,-0.130,-0.309,0.093,0.0,1,0.0,480,869.7,-1,-869.7,-972,1.592,47.768,19.129,0.564,0.390,38.133,26.416
1.63498,153.281,-436.553,278.701,-885.146,-0.038,-0.133,0.134,-0.133,0.089,0.0,1,0.0,480,842.0,-1,-842.0,-987,1.615,48.417,19.476,0.276,0.167,24.859,15.046
1.65517,153.193,-436.641,265.166,-898.682,0.019,-0.104,0.063,-0.104,0.086,0.0,1,0.0,480,818.6,-1,-818.6,-1002,1.635,49.071,19.767,0.654,0.293,38.065,16.999
1.67536,153.369,-436.465,251.895,-911.953,-0.089,-0.056,0.050,-0.056,0.085,0.0,1,0.0,480,787.5,-1,-787.5,-1017,1.660,49.071,20.156,0.000,0.202,0.000,16.685
1.69555,153.281,-436.553,238.887,-924.961,-0.215,-0.038,-0.116,-0.038,0.084,0.0,1,0.0,480,787.5,-1,-787.5,-1031,1.660,49.071,20.156,0.000,0.202,0.000,16.685
1.71574,153.281,-436.553,225.967,-937.881,-0.229,-0.041,-0.056,-0.041,0.083,0.0,1,0.0,480,757.6,-1,-757.6,-1045,1.696,49.138,20.530,-0.082,0.286,-6.781,23.794
1.73594,153.193,-436.641,212.959,-950.889,-0.266,-0.072,-0.173,-0.072,0.081,0.0,1,0.0,480,724.3,-1,-724.3,-1059,1.717,49.194,20.946,0.056,0.212,4.673,17.738
1.75466,153.281,-436.553,201.006,-962.842,-0.224,-0.080,-0.175,-0.080,0.080,0.0,1,0.0,480,701.7,-1,-701.7,-1072,1.738,49.194,21.228,0.000,0.282,0.000,18.515
1.77485,153.193,-436.641,187.998,-975.850,-0.068,-0.017,-0.089,-0.017,0.079,0.0,1,0.0,480,660.4,-1,-660.4,-1085,1.757,49.194,21.745,0.000,0.207,0.000,18.034
1.79505,153.281,-436.553,178.770,-985.078,-0.003,-0.056,-0.057,-0.056,0.078,0.0,1,0.0,480,624.3,-1,-624.3,-1095,1.778,49.094,22.196,0.000,0.188,0.000,15.526
