t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,a_lin_x,a_lin_y,a_lin_z,cmd_sps,cmd_dir,cmd_vel,a_belt_lp25,a_lin_x_lp25,a_lin_y_lp25,a_lin_z_lp25
0.28273,310.0781,-213.310547,1.121083,-0.291579,-9.027337,1.367089,1.270124,-0.032922,1.121083,0.400447,0.0,1,0.0,0.5039096367453713,-0.02173667473730644,0.5039096367453713,0.11407080309590469
0.284999,309.9902,-213.398437,1.403598,-0.28863,-8.917204,1.649605,0.991199,0.077211,1.403598,0.121523,0.0,1,0.0,0.5125247517018479,-0.03165651601951095,0.5125247517018479,0.10569020969117947
0.287256,309.9902,-213.398437,0.931941,-0.285915,-9.030929,1.177947,0.762553,-0.036513,0.931941,-0.107124,0.0,1,0.0,0.4932098792599525,-0.043410850101761385,0.4932098792599525,0.09436201607619786
0.289511,310.0781,-213.310547,0.383668,-0.284769,-8.996213,0.629675,0.861913,-0.001798,0.383668,-0.007764,0.0,1,0.0,0.4520394250645634,-0.05514833422980714,0.4520394250645634,0.08492123221481278
0.291765,309.9902,-213.398437,-0.02574,-0.284537,-9.176975,0.220267,0.88346,-0.18256,-0.02574,0.013784,0.0,1,0.0,0.4031628791234761,-0.06427665346760905,0.4031628791234761,0.08048959613118821
0.294021,309.9902,-213.398437,-0.115523,-0.284706,-9.283517,0.130484,0.85473,-0.289102,-0.115523,-0.014947,0.0,1,0.0,0.36078766652806615,-0.06851684948075708,0.36078766652806615,0.08192952470299213
0.296281,310.0781,-213.310547,-0.067639,-0.28491,-9.033323,0.178368,0.938527,-0.038908,-0.067639,0.06885,0.0,1,0.0,0.3328926703953077,-0.06736484732729849,0.3328926703953077,0.08828083552339744
0.298536,310.0781,-213.310547,0.060451,-0.284861,-8.953117,0.306458,0.970849,0.041298,0.060451,0.101172,0.0,1,0.0,0.31886516214142846,-0.06233266062383652,0.31886516214142846,0.09724280580272865
0.300793,309.9902,-213.398437,0.508167,-0.284173,-9.038112,0.754174,1.010353,-0.043696,0.508167,0.140676,0.0,1,0.0,0.31072807146263387,-0.05546556773582114,0.31072807146263387,0.10582733064717294
0.303049,309.9902,-213.398437,0.787091,-0.282682,-9.052477,1.033098,1.125275,-0.058062,0.787091,0.255598,0.0,1,0.0,0.29739996355548665,-0.04807932792181776,0.29739996355548665,0.11122170295044378
0.30531,310.0781,-213.310547,0.808639,-0.280859,-9.085996,1.054646,1.079785,-0.09158,0.808639,0.210108,0.0,1,0.0,0.27076847264465626,-0.04093076767328508,0.27076847264465626,0.11177756402242886
0.307566,309.9902,-213.398437,0.5357,-0.279439,-9.018958,0.781707,1.024718,-0.024543,0.5357,0.155042,0.0,1,0.0,0.230551419402423,-0.034910714963843376,0.230551419402423,0.10776268309295207
0.309821,309.9902,-213.398437,-0.339381,-0.279584,-8.947132,-0.093374,0.905008,0.047283,-0.339381,0.035331,0.0,1,0.0,0.18450031876631479,-0.03119026209069223,0.18450031876631479,0.10119633072857431
0.312075,309.9902,-213.398437,-0.382476,-0.280488,-8.981848,-0.136469,0.836774,0.012568,-0.382476,-0.032903,0.0,1,0.0,0.14281274501755206,-0.030667315686521535,0.14281274501755206,0.09466639044920684
0.314336,310.0781,-213.310547,-0.097566,-0.280952,-8.990228,0.148441,0.913388,0.004188,-0.097566,0.043711,0.0,1,0.0,0.11080492532696619,-0.03335168027559482,0.11080492532696619,0.08988314557169913
0.316592,310.0781,-213.310547,0.06524,-0.280887,-9.106346,0.311246,0.967257,-0.111931,0.06524,0.097581,0.0,1,0.0,0.0861341825368111,-0.038380730270597935,0.0861341825368111,0.08702980459085947
0.318847,309.9902,-213.398437,0.408808,-0.280251,-9.106346,0.654814,1.00317,-0.111931,0.408808,0.133494,0.0,1,0.0,0.06168567506704299,-0.04473954682877215,0.06168567506704299,0.08528174210784747
