t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,cmd_sps,cmd_dir,cmd_vel
0.013104,196.6992,0.000000,-1.090559,-1.051276,-0.022146,-1.106121,4.836287,82.62,1,82.62
0.023178,196.7871,0.087891,-0.608127,-1.057402,-0.034117,-0.623690,4.850653,147.38,1,147.38
0.033125,196.6992,0.000000,-0.646434,-1.063832,-0.022146,-0.665588,4.865018,213.10,1,213.10
0.043075,196.7871,0.087891,-0.400430,-1.067816,0.008380,-0.417190,4.868011,279.72,1,279.72
0.053022,196.8750,0.175781,-0.371700,-1.071514,-0.008380,-0.391452,4.940435,347.13,1,347.13
0.062985,196.8750,0.175781,-0.200514,-1.073511,-0.019752,-0.219069,4.897938,408.41,1,408.41
0.073068,196.8750,0.175781,-0.159214,-1.075117,-0.001796,-0.178967,4.954202,483.96,1,483.96
0.083016,192.1289,-4.570312,-0.466271,-1.079755,-0.014964,-0.482432,4.871003,553.16,1,553.16
0.092965,184.9219,-11.777344,-0.637456,-1.086097,-0.043694,-0.666785,4.933851,615.76,1,615.76
0.102913,177.8027,-18.896484,-0.374094,-1.089818,0.034716,-0.402824,4.794389,685.54,1,685.54
0.112998,170.3320,-26.367187,-0.266953,-1.092511,-0.017358,-0.296881,4.958392,755.43,1,755.43
0.122954,163.4766,-33.222656,-0.133477,-1.093840,0.017957,-0.167594,4.866814,825.30,1,825.30
0.132906,156.7969,-39.902344,-0.187945,-1.095710,0.025139,-0.224456,4.897339,894.98,1,894.98
0.142856,150.5566,-46.142578,-0.083797,-1.096544,-0.020351,-0.120907,4.882974,964.33,1,964.33
0.152940,139.8340,-56.865234,-1.116895,-1.107806,-0.027533,-1.152210,4.842273,1033.16,1,1033.16
0.162886,129.2871,-67.412109,-0.814627,-1.115910,-0.084994,-0.873285,4.911106,1101.30,1,1101.30
0.172842,119.9707,-76.728516,-0.514155,-1.121028,0.001197,-0.567426,4.836287,1168.58,1,1168.58
0.182792,111.3574,-85.341797,-0.344166,-1.124453,-0.037110,-0.407613,4.915895,1234.79,1,1234.79
0.192875,103.4473,-93.251953,-0.340575,-1.127887,-0.018555,-0.390853,4.866215,1299.75,1,1299.75
0.202823,95.8008,-100.898437,-0.158616,-1.129465,0.028132,-0.215478,4.884171,1363.24,1,1363.24
0.212774,88.6816,-108.017578,-0.020949,-1.129673,0.014365,-0.073622,4.853047,1425.06,1,1425.06
0.222732,78.4863,-118.212891,-0.828394,-1.137922,-0.011372,-0.881066,4.896741,1484.99,1,1484.99
0.232683,67.7637,-128.935547,-0.656011,-1.144450,-0.064643,-0.733224,4.936245,1542.80,1,1542.80
0.242770,56.3379,-140.361328,-0.404620,-1.148531,0.008978,-0.474052,4.850653,1598.27,1,1598.27
0.252719,44.5605,-152.138672,-0.295085,-1.151467,-0.035314,-0.372298,4.931457,1651.17,1,1651.17
0.262668,32.4316,-164.267578,-0.071826,-1.152182,-0.016161,-0.148441,4.896142,1701.27,1,1701.27
0.272618,19.5117,-177.187500,-0.085593,-1.153033,0.005387,-0.156222,4.860229,1748.32,1,1748.32
0.282605,6.4160,-190.283203,-0.019752,-1.153231,-0.018555,-0.092775,4.865616,1792.09,1,1792.09
0.292690,353.1445,-203.554687,-0.013767,-1.153370,0.033519,-0.084994,4.865018,1832.35,1,1832.35
0.302639,340.2246,-216.474609,-0.074819,-1.154114,-0.028730,-0.151433,4.878186,1868.85,1,1868.85
0.312589,327.6562,-229.042969,-0.095170,-1.155061,0.004788,-0.168791,4.866215,1901.36,1,1901.36
0.322539,315.7031,-240.996094,0.010774,-1.154954,0.010175,-0.062249,4.907515,1929.64,1,1929.64
0.332629,304.2773,-252.421875,0.023343,-1.154718,-0.009577,-0.045490,4.904522,1953.47,1,1953.47
0.342578,293.1152,-263.583984,-0.041300,-1.155129,-0.008380,-0.114922,4.919486,1972.62,1,1972.62
0.352531,282.2168,-274.482422,0.169988,-1.153437,-0.016759,0.099359,4.933253,1986.88,1,1986.88
0.362482,271.2305,-285.468750,0.004788,-1.153390,-0.003591,-0.062249,4.909909,1996.03,1,1996.03
0.372567,259.3652,-297.333984,0.101155,-1.152369,-0.031723,0.032322,4.914099,1999.88,1,1999.88
0.382521,246.7090,-309.990234,-0.191536,-1.154276,-0.028730,-0.260968,4.953603,1998.25,1,1998.25
0.392473,232.1191,-324.580078,-0.077213,-1.155044,-0.029329,-0.149638,4.923077,1990.95,1,1990.95
0.402423,214.7168,-341.982422,-0.028730,-1.155330,-0.014365,-0.102352,4.933851,1977.82,1,1977.82
0.412506,194.5898,-362.109375,0.189740,-1.153417,-0.008380,0.117316,4.932654,1958.74,1,1958.74
0.422457,173.1445,-383.554687,0.144251,-1.151981,0.017957,0.076016,4.887164,1933.56,1,1933.56
0.432413,153.1934,-403.505859,0.119112,-1.150796,-0.011971,0.047884,4.893748,1902.18,1,1902.18
0.442363,135.9668,-420.732422,0.013168,-1.150665,0.001197,-0.052074,4.897339,1864.53,1,1864.53
0.452312,121.2012,-435.498047,0.083797,-1.149831,-0.021548,0.007183,4.908712,1820.54,1,1820.54
0.462395,108.6328,-448.066406,0.125696,-1.148563,-0.002394,0.057461,4.893748,1770.17,1,1770.17
0.472344,97.1191,-459.580078,-0.047285,-1.149034,-0.009577,-0.114922,4.842872,1713.41,1,1713.41
0.482293,86.2207,-470.478516,0.104148,-1.147997,0.025738,0.044891,4.856040,1650.29,1,1650.29
0.492277,75.4102,-481.289062,0.034117,-1.147657,-0.016759,-0.031723,4.887164,1580.85,1,1580.85
0.502226,64.5117,-492.187500,0.147243,-1.146192,0.001197,0.086191,4.867412,1505.18,1,1505.18
0.512332,53.0859,-503.613281,0.099359,-1.145188,0.026336,0.036512,4.877587,1423.37,1,1423.37
0.522240,44.6484,-512.050781,0.988805,-1.135390,0.032920,0.923563,4.895544,1335.59,1,1335.59
0.532191,36.5625,-520.136719,0.804452,-1.127385,0.079607,0.766743,4.860828,1242.02,1,1242.02
0.542155,28.3008,-528.398438,0.532710,-1.122077,0.022146,0.484826,4.868609,1142.86,1,1142.86
0.552238,19.5996,-537.099609,0.418985,-1.117852,0.011372,0.374094,4.917092,1038.37,1,1038.37
0.562186,11.3379,-545.361328,0.244807,-1.115417,0.023343,0.201113,4.918289,928.85,1,928.85
0.572136,7.2070,-549.492188,0.675165,-1.108699,-0.097564,0.645237,4.959589,814.62,1,814.62
0.582084,2.7246,-553.974609,0.404620,-1.104674,0.017957,0.390255,4.939238,696.04,1,696.04
0.592167,358.4180,-558.281250,0.352546,-1.101120,-0.064643,0.330998,4.900931,573.53,1,573.53
0.602121,354.1113,-562.587891,0.316633,-1.097968,0.000000,0.301071,4.961983,447.53,1,447.53
0.612070,354.3750,-562.324219,0.796072,-1.090048,-0.106542,0.775721,4.984129,318.50,1,318.50
0.622020,354.3750,-562.324219,0.429161,-1.085778,-0.034117,0.430956,4.955399,186.98,1,186.98
0.632104,354.4629,-562.236328,0.472256,-1.081016,-0.068235,0.462081,4.931457,53.50,1,53.50
0.642053,354.3750,-562.324219,0.237625,-1.078652,-0.042497,0.234033,4.944026,81.34,-1,-81.34
0.652008,354.3750,-562.324219,0.297480,-1.075691,-0.019752,0.289100,4.904522,216.94,-1,-216.94
0.661956,354.3750,-562.324219,0.120309,-1.074494,-0.038307,0.113725,4.902727,339.10,-1,-339.10
0.672038,354.3750,-562.324219,0.179565,-1.072683,-0.017358,0.170587,4.906917,487.81,-1,-487.81
0.681987,357.3633,-559.335938,0.708684,-1.065632,-0.000599,0.701501,4.888960,608.39,-1,-608.39
0.691939,1.9336,-554.765625,0.750582,-1.058162,0.013767,0.761955,4.887763,740.54,-1,-740.54
0.701889,6.2402,-550.458984,0.451906,-1.053666,-0.004788,0.459687,4.941632,870.06,-1,-870.06
0.711900,11.0742,-545.625000,0.488417,-1.048777,-0.016759,0.499191,4.930859,996.21,-1,-996.21
0.721849,20.0391,-536.660156,0.805649,-1.040761,-0.096367,0.828394,4.997297,1118.23,-1,-1118.23
0.731934,28.8281,-527.871094,0.564433,-1.035068,-0.046088,0.600945,4.940435,1235.36,-1,-1235.36
0.741885,37.2656,-519.433594,0.298078,-1.032102,-0.041899,0.327407,4.907515,1346.84,-1,-1346.84
0.751835,45.7031,-510.996094,0.426766,-1.027856,-0.049081,0.461482,4.953005,1451.92,-1,-1451.92
0.761787,57.3926,-499.306641,0.602740,-1.021857,-0.031125,0.645237,4.951209,1549.85,-1,-1549.85
0.771738,68.8184,-487.880859,0.466869,-1.017211,-0.024541,0.527323,4.898537,1639.90,-1,-1639.90
0.781821,79.6289,-477.070312,0.169390,-1.015503,-0.047884,0.219069,4.957195,1721.38,-1,-1721.38
0.791772,90.7031,-465.996094,0.180164,-1.013711,-0.020949,0.230442,4.941034,1793.60,-1,-1793.60
0.801722,101.4258,-455.273437,0.102352,-1.012692,-0.001197,0.152032,4.940435,1855.93,-1,-1855.93
0.811811,113.5547,-443.144531,0.229843,-1.010374,0.007781,0.276530,4.920084,1907.76,-1,-1907.76
0.821762,126.6504,-430.048828,0.057461,-1.009802,0.008380,0.102951,5.009867,1948.54,-1,-1948.54
0.831713,142.4707,-414.228516,0.125097,-1.008557,0.011971,0.170587,4.880580,1977.78,-1,-1977.78
0.841663,160.9277,-395.771484,0.128090,-1.007282,-0.018555,0.169390,4.970961,1995.03,-1,-1995.03
0.851747,182.2852,-374.414062,0.130484,-1.005967,-0.004190,0.175375,4.887164,1999.92,-1,-1999.92
0.861705,203.2031,-353.496094,0.049081,-1.005478,-0.007781,0.095170,4.918289,1992.16,-1,-1992.16
0.871656,222.0996,-334.599609,-0.091578,-1.006389,-0.015562,-0.045490,4.908712,1971.52,-1,-1971.52
0.881607,238.3594,-318.339844,-0.124498,-1.007628,-0.008978,-0.082001,4.894347,1937.87,-1,-1937.87
0.891558,252.1582,-304.541016,-0.181959,-1.009439,-0.021548,-0.137068,4.930260,1891.16,-1,-1891.16
0.901641,264.5508,-292.148437,-0.055067,-1.009994,-0.020949,-0.011372,4.923077,1831.43,-1,-1831.43
0.911593,275.8887,-280.810547,-0.022146,-1.010214,0.007183,0.023343,4.869208,1758.84,-1,-1758.84
0.921551,286.6113,-270.087891,-0.013168,-1.010345,0.002993,0.032322,4.891354,1673.61,-1,-1673.61
0.931504,297.5098,-259.189453,0.140061,-1.008951,0.008978,0.187346,4.894945,1576.11,-1,-1576.11
0.941454,308.3203,-248.378906,0.018555,-1.008767,-0.006584,0.065242,4.897339,1466.79,-1,-1466.79
0.951539,318.5156,-238.183594,0.178368,-1.006968,0.016161,0.221464,4.836287,1346.19,-1,-1346.19
0.961488,326.1621,-230.537109,-0.512958,-1.012071,0.010175,-0.478242,4.885368,1215.00,-1,-1215.00
0.971443,334.5117,-222.187500,-0.254982,-1.014610,-0.011971,-0.229245,4.762666,1073.99,-1,-1073.99
0.981392,342.6855,-214.013672,-0.572214,-1.020303,-0.016161,-0.535703,4.908113,924.02,-1,-924.02
0.991475,346.9922,-209.707031,-0.587777,-1.026229,-0.015562,-0.561440,4.809951,766.09,-1,-766.09
1.001423,351.1230,-205.576172,-0.654216,-1.032738,-0.027533,-0.643442,4.938640,601.26,-1,-601.26
1.011335,354.9023,-201.796875,-0.388459,-1.036588,-0.004788,-0.377685,4.888361,430.69,-1,-430.69
1.021390,354.6387,-202.060547,-0.927753,-1.045916,0.046687,-0.929549,4.858434,255.65,-1,-255.65
1.031339,354.6387,-202.060547,-0.556652,-1.051454,-0.025139,-0.571017,4.876390,77.47,-1,-77.47
1.041286,354.5508,-202.148437,-0.565032,-1.057075,0.023942,-0.570419,4.888960,102.47,1,102.47
1.051368,354.6387,-202.060547,-0.281319,-1.059911,0.000599,-0.294487,4.827309,282.70,1,282.70
1.061316,354.4629,-202.236328,-0.328604,-1.063180,-0.028132,-0.337582,4.923676,461.70,1,461.70
1.071270,351.5625,-205.136719,-0.723647,-1.070384,-0.001197,-0.733823,4.811747,637.96,1,637.96
1.081219,346.9922,-209.707031,-0.924760,-1.079584,-0.053271,-0.945111,4.883573,809.88,1,809.88
1.091301,342.6855,-214.013672,-0.421380,-1.083832,-0.001197,-0.448913,4.826711,975.90,1,975.90
1.101251,334.9512,-221.748047,-1.285088,-1.096618,-0.062848,-1.308431,4.893748,1134.45,1,1134.45
1.111201,326.5137,-230.185547,-0.661997,-1.103205,-0.026935,-0.715268,4.944026,1283.98,1,1283.98
1.121151,318.6035,-238.095703,-0.536301,-1.108541,0.022745,-0.583587,4.890157,1422.98,1,1422.98
1.131240,307.6172,-249.082031,-1.295263,-1.121609,-0.061651,-1.346738,4.906917,1549.99,1,1549.99
1.141191,296.4551,-260.244141,-1.376067,-1.135301,-0.079009,-1.443704,4.916493,1663.62,1,1663.62
1.151140,285.7324,-270.966797,-0.699705,-1.142263,-0.014365,-0.772729,4.880580,1762.58,1,1762.58
1.161090,274.6582,-282.041016,-0.672771,-1.148957,-0.023343,-0.742203,4.893748,1845.66,1,1845.66
1.171173,263.2324,-293.466797,-0.177171,-1.150744,0.018555,-0.251391,4.867412,1911.81,1,1911.81
1.181127,250.8398,-305.859375,-0.172981,-1.152466,-0.001796,-0.238822,4.899734,1960.07,1,1960.07
1.191076,236.7773,-319.921875,-0.052074,-1.152984,-0.007781,-0.126294,4.872200,1989.67,1,1989.67
1.201028,220.2539,-336.445312,-0.202909,-1.155003,-0.016161,-0.265158,4.891953,1999.99,1,1999.99
1.210978,201.3574,-355.341797,0.015562,-1.154848,-0.043694,-0.057461,4.882974,1992.44,1,1992.44
1.221062,179.8242,-376.875000,-0.125097,-1.156110,-0.023343,-0.195127,4.902727,1961.25,1,1961.25
1.231017,159.1699,-397.529297,0.038307,-1.155728,-0.026935,-0.029329,4.904522,1911.90,1,1911.90
1.240968,140.8887,-415.810547,0.044293,-1.155288,-0.033519,-0.021548,4.926669,1850.53,1,1850.53
1.250919,125.5078,-431.191406,-0.012570,-1.155413,0.000000,-0.072425,4.879982,1763.83,1,1763.83
1.261004,112.4121,-444.287109,-0.061651,-1.156034,-0.050877,-0.128090,4.910508,1646.67,1,1646.67
1.270953,100.5469,-456.152344,-0.019154,-1.156225,0.007183,-0.082001,4.933851,1534.55,1,1534.55
1.280909,89.8242,-466.875000,0.002993,-1.156195,-0.024541,-0.064045,4.906917,1393.79,1,1393.79
1.290858,82.8809,-473.818359,0.410007,-1.152116,-0.064643,0.352546,4.958392,1237.23,1,1237.23
1.300942,75.6738,-481.025391,0.177171,-1.150330,-0.008978,0.138265,4.875193,1066.32,1,1066.32
1.310891,69.4336,-487.265625,0.186149,-1.148478,-0.040103,0.140659,4.866814,882.74,1,882.74
1.320836,66.0059,-490.693359,0.934936,-1.139179,-0.010175,0.914585,4.944026,688.32,1,688.32
1.330786,62.2266,-494.472656,0.644040,-1.132771,0.058658,0.630872,4.887164,485.12,1,485.12
1.340740,62.0508,-494.648437,1.142633,-1.121396,-0.019752,1.113304,5.000889,275.31,1,275.31
1.350824,62.0508,-494.648437,0.702100,-1.114316,0.068833,0.702698,4.929661,61.23,1,61.23
1.360773,62.0508,-494.648437,0.578200,-1.108564,-0.021548,0.569820,4.890756,154.68,-1,-154.68
1.370724,62.0508,-494.648437,0.478242,-1.103805,0.008380,0.476446,4.969764,369.91,-1,-369.91
1.380806,63.1934,-493.505859,0.392051,-1.099853,0.018555,0.384868,4.906318,581.85,-1,-581.85
1.390759,67.2363,-489.462891,0.869694,-1.091197,-0.026935,0.895431,4.917092,787.91,-1,-787.91
1.400707,70.9277,-485.771484,0.456095,-1.086660,0.050278,0.482432,4.930260,985.48,-1,-985.48
1.410657,77.9590,-478.740234,1.437120,-1.072362,0.102352,1.453879,4.859631,1171.98,-1,-1171.98
1.420741,85.2539,-471.445312,0.998981,-1.062287,0.199916,1.038485,4.898537,1344.93,-1,-1344.93
1.430688,93.1641,-463.535156,0.655413,-1.055768,0.036512,0.684143,4.842872,1501.94,-1,-1501.94
1.440638,104.8535,-451.845703,1.236605,-1.043464,0.054468,1.297657,4.923077,1640.78,-1,-1640.78
1.450593,116.8066,-439.892578,0.776918,-1.035730,0.079607,0.843956,4.888361,1759.39,-1,-1759.39
1.460678,131.3086,-425.390625,0.793678,-1.027726,0.022745,0.853533,4.856040,1855.93,-1,-1855.93
1.470629,147.6562,-409.042969,0.490213,-1.022848,0.067038,0.555455,4.923077,1928.81,-1,-1928.81
1.480579,166.9922,-389.707031,0.411803,-1.018750,-0.003591,0.472855,4.789002,1976.70,-1,-1976.70
1.490529,187.9980,-368.701172,0.131681,-1.017440,0.008978,0.200514,4.950611,1998.60,-1,-1998.60
1.500618,209.1797,-347.519531,0.156222,-1.015864,-0.014964,0.218471,4.859631,1993.83,-1,-1993.83
1.510591,227.3730,-329.326172,0.149039,-1.014377,0.011971,0.214281,4.887763,1962.07,-1,-1962.07
1.520500,242.9297,-313.769531,0.103549,-1.013351,-0.004190,0.165200,4.890157,1903.34,-1,-1903.34
1.530451,255.8496,-300.849609,-0.089783,-1.014245,0.002394,-0.022745,4.850653,1818.09,-1,-1818.09
1.540535,267.7148,-288.984375,-0.046687,-1.014716,-0.016759,0.010175,4.921880,1707.10,-1,-1707.10
1.550500,278.8770,-277.822266,-0.202909,-1.016737,-0.035913,-0.142455,4.901529,1571.59,-1,-1571.59
1.560451,289.5996,-267.099609,-0.094571,-1.017679,-0.007183,-0.043694,4.924274,1413.13,-1,-1413.13
1.570401,297.2461,-259.453125,-0.908600,-1.026719,-0.099359,-0.848745,4.979341,1233.67,-1,-1233.67
1.580351,304.6289,-252.070312,-0.844555,-1.035123,-0.087987,-0.808642,5.046379,1035.53,-1,-1035.53
1.590436,310.7812,-245.917969,-0.394445,-1.039100,0.004788,-0.357335,4.926669,821.35,-1,-821.35
1.600392,314.1211,-242.578125,-0.943914,-1.048497,0.002993,-0.916381,4.932654,594.06,-1,-594.06
1.610342,317.1973,-239.501953,-0.550666,-1.053976,-0.019154,-0.531513,4.797980,356.89,-1,-356.89
1.620291,316.9336,-239.765625,-1.309628,-1.067005,0.005986,-1.301847,4.990115,113.27,-1,-113.27
1.630241,316.9336,-239.765625,-0.751779,-1.074486,-0.052074,-0.766743,4.771045,133.19,1,133.19
1.640325,316.9336,-239.765625,-0.830788,-1.082862,-0.016161,-0.830189,4.970363,378.73,1,378.73
1.650275,315.9668,-240.732422,-0.478242,-1.087620,-0.035314,-0.493206,4.835689,619.55,1,619.55
1.660229,312.0996,-244.599609,-1.313818,-1.100698,-0.006584,-1.338957,4.936245,851.81,1,851.81
1.670177,307.2656,-249.433594,-0.738013,-1.108041,-0.047285,-0.783503,4.858434,1071.73,1,1071.73
1.680261,299.6191,-257.080078,-1.440711,-1.122569,0.028132,-1.486201,4.925471,1275.64,1,1275.64
1.690211,292.2363,-264.462891,-0.738611,-1.129917,-0.007183,-0.809839,4.878785,1460.06,1,1460.06
1.700160,281.6016,-275.097656,-1.313818,-1.142988,-0.079607,-1.362301,4.914099,1621.73,1,1621.73
1.710116,270.4395,-286.259766,-0.913987,-1.152088,-0.101155,-1.006163,5.014057,1757.72,1,1757.72
1.720201,258.4863,-298.212891,-0.486621,-1.156996,-0.055067,-0.559046,4.931457,1865.42,1,1865.42
1.730148,245.3027,-311.396484,-0.433351,-1.161306,-0.044891,-0.521936,5.001487,1942.69,1,1942.69
1.740098,230.5371,-326.162109,-0.159813,-1.162896,-0.051475,-0.232238,4.890157,1987.81,1,1987.81
1.750049,212.6074,-344.091797,-0.368707,-1.166565,-0.016759,-0.448913,4.964377,1999.61,1,1999.61
1.760138,192.3926,-364.306641,0.011971,-1.166444,-0.028730,-0.062848,4.865616,1977.45,1,1977.45
1.770088,171.2988,-385.400391,-0.237026,-1.168802,0.009577,-0.310648,4.940435,1921.26,1,1921.26
1.780039,151.5234,-405.175781,0.146046,-1.167349,-0.023343,0.077213,4.845266,1831.58,1,1831.58
1.789989,134.3848,-422.314453,-0.011372,-1.167462,0.026935,-0.079607,4.903325,1723.17,1,1723.17
1.800075,119.8828,-436.816406,0.132280,-1.166128,-0.005387,0.065242,4.818930,1556.91,1,1556.91
1.810029,107.5781,-449.121094,-0.004190,-1.166170,-0.000599,-0.065841,4.885368,1375.97,1,1375.97
1.819978,99.8438,-456.855469,0.387262,-1.162318,-0.034117,0.320224,4.915296,1191.33,1,1191.33
1.829930,92.6367,-464.062500,0.213683,-1.160191,-0.004190,0.173580,4.903924,965.04,1,965.04
1.839878,88.7695,-467.929687,0.882263,-1.151413,-0.026935,0.823007,4.965574,720.26,1,720.26
1.849962,85.3418,-471.357422,0.783503,-1.143512,0.008978,0.752976,4.978144,461.24,1,461.24
1.859911,85.3418,-471.357422,0.901417,-1.134544,-0.093972,0.857124,5.049970,192.61,1,192.61
1.869866,85.5176,-471.181641,0.837971,-1.126202,-0.050877,0.822408,5.027225,80.71,-1,-80.71
1.879813,85.3418,-471.357422,0.540491,-1.120826,-0.037709,0.511162,4.967370,353.64,-1,-353.64
1.889896,86.4844,-470.214844,0.585382,-1.114924,-0.046088,0.565630,4.985925,620.98,-1,-620.98
1.899845,90.3516,-466.347656,0.817021,-1.106796,-0.050278,0.823007,4.996699,877.54,-1,-877.54
1.909795,95.9766,-460.722656,0.638055,-1.100447,-0.003591,0.651223,4.950012,1118.22,-1,-1118.22
1.919751,103.7109,-452.988281,1.025317,-1.090238,0.027533,1.034894,5.006874,1338.15,-1,-1338.15
1.929836,113.2031,-443.496094,0.531513,-1.084878,0.004190,0.554258,4.998495,1532.75,-1,-1532.75
1.939786,126.8262,-429.873047,1.064821,-1.074283,0.028132,1.095347,4.946421,1697.86,-1,-1697.86
