t_s,enc_as5600_deg,acc_as5600_deg,clar_counts,clar_deg,cmd_sps,cmd_dir,cmd_vel
13.170800,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.171801,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.172801,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.174783,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.175783,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.176784,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.177784,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.178784,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.179785,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.180785,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.181786,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.182786,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.183786,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.184787,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.185787,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.186788,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.187788,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.188788,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.189789,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.190789,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.191790,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.192790,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.193790,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.194791,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.202032,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.203032,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.204033,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.205033,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.206034,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.207034,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.208035,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.209035,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.210035,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.211036,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.212036,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.213037,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.214037,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.215037,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.216038,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.217038,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.218039,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.219039,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.220039,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.221040,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.222040,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.223041,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.224041,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.225041,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.226042,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.227042,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.228043,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.229043,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.230043,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.231044,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.232044,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.233045,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.234045,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.235045,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.236046,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.237046,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.238047,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.239047,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.240048,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.241049,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.242049,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.243050,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.244050,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.245050,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.246051,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.247051,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.248052,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.249052,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.250053,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.251054,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.258301,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.259301,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.260302,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.261302,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.262302,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.263303,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.264303,264.1113,-0.527344,111,78.0469,0.00,1,0.00
