t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
1.00057,242.314,0.000,0,0.000,0.014,0.024,0.002,0.014,0.000,1000.0,1,1000.0,0.971,0.00,0.00,0.00,0.00,0.00,0.00
1.02052,226.934,-15.381,0,0.000,1.097,0.049,-0.025,1.097,-0.017,1000.0,1,1000.0,0.991,0.00,0.00,0.00,0.00,0.00,0.00
1.04049,209.092,-33.223,0,0.000,0.638,0.062,0.069,0.638,-0.025,1000.0,1,1000.0,1.011,0.00,0.00,0.00,0.00,0.00,0.00
1.06043,190.635,-51.680,0,0.000,0.421,0.069,0.053,0.421,-0.031,1000.0,1,1000.0,1.031,0.00,0.00,0.00,0.00,0.00,0.00
1.07057,180.791,-61.523,0,0.000,-0.006,0.069,-0.087,-0.006,0.032,1000.0,1,1000.0,1.040,0.00,0.00,0.00,0.00,0.00,0.00
1.09041,160.752,-81.563,0,0.000,0.050,0.072,0.043,0.050,0.020,1000.0,1,1000.0,1.060,0.00,0.00,0.00,0.00,0.00,0.00
1.10041,150.645,-91.670,0,0.000,0.135,0.073,0.024,0.135,0.020,1000.0,1,1000.0,1.071,0.00,0.00,0.00,0.00,0.00,0.00
1.12035,130.869,-111.445,0,0.000,-0.040,0.072,-0.028,-0.040,0.051,1000.0,1,1000.0,1.080,0.00,0.00,0.00,0.00,0.00,0.00
1.14032,112.412,-129.902,0,0.000,-0.088,0.071,-0.032,-0.088,0.031,1000.0,1,1000.0,1.120,0.00,0.00,0.00,0.00,0.00,0.00
1.16025,95.273,-147.041,0,0.000,-0.178,0.067,-0.042,-0.178,0.046,1000.0,1,1000.0,1.130,3.61,-0.31,3.61,-0.31,150.71,-13.09
1.18022,79.014,-163.301,0,0.000,0.011,0.066,-0.028,0.011,-0.002,1000.0,1,1000.0,1.160,4.06,-0.19,0.46,0.12,37.48,10.21
1.20029,63.281,-179.033,0,0.000,-0.080,0.064,-0.032,-0.080,-0.011,1000.0,1,1000.0,1.170,4.06,-0.19,0.00,0.00,0.00,0.00
1.22023,47.373,-194.941,0,0.000,-0.021,0.064,0.001,-0.021,0.000,1000.0,1,1000.0,1.190,6.59,-0.04,2.53,0.15,206.02,12.50
1.24019,30.762,-211.553,0,0.000,-0.086,0.063,0.006,-0.086,0.011,1000.0,1,1000.0,1.220,11.14,-0.26,3.44,0.00,147.37,0.00
1.25021,21.885,-220.430,0,0.000,-0.019,0.063,0.008,-0.019,-5.210,1000.0,1,1000.0,1.220,11.14,-0.26,3.44,0.00,147.37,0.00
1.27003,3.340,-238.975,0,0.000,-8.618,0.019,-1.150,-8.618,-6.443,1000.0,1,1000.0,1.240,11.95,0.01,0.81,0.28,63.95,21.57
1.28013,353.496,-248.818,0,0.000,8.256,0.102,16.715,8.256,-14.797,1000.0,1,1000.0,1.240,11.95,0.01,0.81,0.28,63.95,21.57
1.30006,333.633,-268.682,0,0.000,-4.233,0.099,15.429,-4.233,7.980,1000.0,1,1000.0,1.260,13.14,-0.14,1.19,-0.15,99.41,-12.18
1.32000,313.770,-288.545,0,0.000,-16.989,-0.010,17.384,-16.989,18.072,1000.0,1,1000.0,1.290,16.27,-0.06,2.15,0.08,86.45,3.14
1.33993,294.961,-307.354,0,0.000,10.284,-0.051,-9.243,10.284,7.106,1000.0,1,1000.0,1.310,17.34,-0.06,1.08,0.00,87.25,0.00
1.35987,277.295,-325.020,0,0.000,12.989,0.125,10.600,12.989,7.506,1000.0,1,1000.0,1.340,20.63,-0.12,1.03,-0.14,66.35,-9.28
1.36997,268.594,-333.721,0,0.000,0.382,0.129,-16.873,0.382,-14.181,1000.0,1,1000.0,1.340,20.63,-0.12,1.03,-0.14,66.35,-9.28
1.38991,252.070,-350.244,0,0.000,15.974,0.409,-8.699,15.974,-0.472,1000.0,1,1000.0,1.370,21.51,-0.06,0.88,0.05,80.12,4.96
1.40984,235.547,-366.768,0,0.000,0.769,0.300,17.446,0.769,4.143,1000.0,1,1000.0,1.380,23.80,0.01,2.29,0.07,185.07,5.91
1.42006,227.109,-375.205,0,0.000,1.503,0.315,4.644,1.503,-0.796,1000.0,1,1000.0,1.390,25.89,0.01,2.09,0.00,79.60,0.00
1.43979,209.883,-392.432,0,0.000,-16.869,0.044,2.668,-16.869,-13.436,1000.0,1,1000.0,1.410,25.89,0.01,0.00,0.00,0.00,0.00
1.45972,191.338,-410.977,0,0.000,-1.891,0.070,-13.126,-1.891,16.079,1000.0,1,1000.0,1.420,25.89,0.01,0.00,0.00,0.00,0.00
1.47969,171.562,-430.752,0,0.000,9.062,0.192,3.749,9.062,12.213,1000.0,1,1000.0,1.460,30.19,0.15,1.09,0.00,43.39,0.00
1.49975,151.348,-450.967,0,0.000,6.697,0.078,5.255,6.697,8.569,1000.0,1,1000.0,1.470,32.41,0.15,2.23,0.00,180.48,0.00
1.51967,149.238,-453.076,0,0.000,16.422,0.135,-4.496,16.422,-13.612,0.0,1,0.0,1.490,32.41,0.15,0.00,0.00,0.00,0.00
1.53960,149.150,-453.164,0,0.000,-7.298,-0.116,16.301,-7.298,-7.180,0.0,1,0.0,1.500,35.64,0.15,3.23,0.00,127.70,0.00
1.55954,149.150,-453.164,0,0.000,-3.350,-0.209,1.700,-3.350,-5.340,0.0,1,0.0,1.530,37.75,0.15,2.11,0.00,167.17,0.00
1.57947,148.975,-453.340,0,0.000,1.369,-0.071,15.677,1.369,0.262,0.0,1,0.0,1.550,38.85,0.24,1.10,0.09,80.82,6.56
1.59953,148.975,-453.340,0,0.000,5.186,-0.196,-2.880,5.186,-5.210,0.0,1,0.0,1.560,38.85,0.24,0.00,0.00,0.00,0.00
1.61577,149.062,-453.252,0,0.000,-11.429,-0.382,3.289,-11.429,4.666,0.0,1,0.0,1.579,43.50,0.17,4.65,-0.07,179.71,-2.75
1.62943,149.062,-453.252,0,0.000,3.732,-0.348,17.640,3.732,17.815,0.0,1,0.0,1.600,43.50,0.17,0.00,0.00,0.00,0.00
1.64936,149.062,-453.252,0,0.000,-5.012,-0.532,8.882,-5.012,-2.563,0.0,1,0.0,1.619,41.80,0.38,-1.70,0.21,-118.07,14.37
1.66931,149.062,-453.252,0,0.000,3.225,-0.615,2.142,3.225,1.857,0.0,1,0.0,1.639,43.61,0.32,0.00,0.00,0.00,0.00
1.67940,148.975,-453.340,0,0.000,-1.314,-0.628,-17.045,-1.314,8.385,0.0,1,0.0,1.639,43.61,0.32,0.00,0.00,0.00,0.00
1.69934,149.062,-453.252,0,0.000,11.533,-0.479,-16.744,11.533,-3.531,0.0,1,0.0,1.669,42.78,0.00,-0.84,-0.32,-64.63,-24.71
1.71928,148.975,-453.340,0,0.000,-4.430,-0.454,-6.573,-4.430,-12.708,0.0,1,0.0,1.689,42.78,0.17,0.00,0.00,0.00,0.00
1.73921,149.062,-453.252,0,0.000,-8.358,-0.583,0.746,-8.358,-0.195,0.0,1,0.0,1.709,43.19,0.10,0.41,-0.07,31.84,-5.32
1.75927,148.975,-453.340,0,0.000,-11.600,-0.664,-11.762,-11.600,6.530,0.0,1,0.0,1.729,43.19,0.10,0.00,0.00,0.00,0.00
1.77921,148.975,-453.340,0,0.000,-8.088,-0.692,7.980,-8.088,7.435,0.0,1,0.0,1.749,43.13,0.26,0.30,0.17,11.96,6.61
1.79913,148.975,-453.340,0,0.000,-11.300,-0.808,17.500,-11.300,-7.176,0.0,1,0.0,1.769,42.95,0.17,-0.18,-0.09,-14.94,-7.32
1.80920,149.062,-453.252,0,0.000,-18.821,-0.998,17.572,-18.821,-1.408,0.0,1,0.0,1.779,42.95,0.17,0.00,0.00,0.00,0.00
1.82914,149.062,-453.252,0,0.000,-9.810,-0.971,12.620,-9.810,-8.968,0.0,1,0.0,1.799,43.03,0.17,0.08,0.00,7.16,0.00
1.84908,148.975,-453.340,0,0.000,11.878,-0.758,-0.225,11.878,-16.357,0.0,1,0.0,1.819,43.05,0.22,-0.11,0.00,-8.55,0.00
1.86900,148.975,-453.340,0,0.000,-6.990,-0.803,9.097,-6.990,10.470,0.0,1,0.0,1.839,43.05,0.22,0.00,0.00,0.00,0.00
1.88894,148.975,-453.340,0,0.000,4.628,-0.753,-7.426,4.628,-8.426,0.0,1,0.0,1.849,43.10,0.22,0.06,0.00,4.63,0.00
1.89905,148.975,-453.340,0,0.000,17.673,-0.574,15.981,17.673,-17.986,0.0,1,0.0,1.869,43.02,0.22,-0.08,0.00,-3.04,0.00
1.91900,149.062,-453.252,0,0.000,-16.693,-0.732,-7.644,-16.693,4.222,0.0,1,0.0,1.899,43.08,0.22,0.06,0.00,4.83,0.00
1.93892,148.975,-453.340,0,0.000,10.050,-0.797,-7.195,10.050,-8.875,0.0,1,0.0,1.909,43.08,0.22,0.00,0.00,0.00,0.00
1.95886,149.062,-453.252,0,0.000,5.721,-0.795,-14.975,5.721,7.673,0.0,1,0.0,1.929,43.08,0.22,0.00,0.00,0.00,0.00
1.98979,149.062,-453.252,0,0.000,-6.483,-0.995,6.029,-6.483,17.284,0.0,1,0.0,1.939,43.08,0.22,0.00,0.00,0.00,0.00
2.00873,148.975,-453.340,0,0.000,17.259,-0.882,-17.135,17.259,15.066,0.0,1,0.0,1.959,43.08,0.22,0.00,0.00,0.00,0.00
2.02879,148.975,-453.340,0,0.000,7.974,-0.980,5.927,7.974,18.114,0.0,1,0.0,1.999,43.08,0.22,0.00,0.00,0.00,0.00
2.04873,149.062,-453.252,0,0.000,2.713,-0.924,15.930,2.713,-12.920,0.0,1,0.0,2.029,43.02,0.22,0.00,0.00,0.00,0.00
2.06867,148.975,-453.340,0,0.000,14.116,-0.840,-15.200,14.116,-4.594,0.0,1,0.0,2.039,43.02,0.22,0.00,0.00,0.00,0.00
2.08860,149.062,-453.252,0,0.000,-16.078,-0.937,-10.351,-16.078,-14.184,0.0,1,0.0,2.059,43.02,0.22,0.00,0.00,0.00,0.00
2.09871,148.975,-453.340,0,0.000,8.508,-0.851,13.739,8.508,-5.367,0.0,1,0.0,2.069,43.02,0.22,0.00,0.00,0.00,0.00
2.11865,148.975,-453.340,0,0.000,2.222,-0.757,4.614,2.222,-3.210,0.0,1,0.0,2.089,43.02,0.22,0.00,0.00,0.00,0.00
2.13859,148.975,-453.340,0,0.000,-17.731,-0.972,-10.455,-17.731,-7.680,0.0,1,0.0,2.109,43.02,0.22,0.00,0.00,0.00,0.00
2.15852,149.062,-453.252,0,0.000,16.446,-0.732,-6.255,16.446,4.076,0.0,1,0.0,2.129,43.02,0.22,0.00,0.00,0.00,0.00
2.16859,149.062,-453.252,0,0.000,-13.819,-0.871,5.441,-13.819,-5.347,0.0,1,0.0,2.139,43.02,0.22,0.00,0.00,0.00,0.00
2.18846,148.975,-453.340,0,0.000,-10.016,-1.129,-16.945,-10.016,18.271,0.0,1,0.0,2.159,43.02,0.22,0.00,0.00,0.00,0.00
2.20851,148.975,-453.340,0,0.000,17.337,-1.103,-18.666,17.337,6.755,0.0,1,0.0,2.188,43.02,0.22,0.00,0.00,0.00,0.00
2.22845,149.062,-453.252,0,0.000,-5.279,-1.200,-15.720,-5.279,7.891,0.0,1,0.0,2.198,43.02,0.22,0.00,0.00,0.00,0.00
2.24838,149.062,-453.252,0,0.000,2.558,-1.033,5.844,2.558,-14.313,0.0,1,0.0,2.209,43.02,0.22,0.00,0.00,0.00,0.00
2.26833,148.975,-453.340,0,0.000,-13.261,-1.295,-16.721,-13.261,9.507,0.0,1,0.0,2.238,43.02,0.22,0.00,0.00,0.00,0.00
2.28839,149.062,-453.252,0,0.000,13.548,-1.159,12.909,13.548,8.855,0.0,1,0.0,2.258,43.02,0.22,0.00,0.00,0.00,0.00
2.30832,148.975,-453.340,0,0.000,12.427,-0.878,-12.774,12.427,17.204,0.0,1,0.0,2.278,43.02,0.22,0.00,0.00,0.00,0.00
2.32827,148.975,-453.340,0,0.000,14.202,-0.761,-19.135,14.202,-9.921,0.0,1,0.0,2.308,43.02,0.22,0.00,0.00,0.00,0.00
2.34819,149.062,-453.252,0,0.000,3.463,-0.574,-17.981,3.463,11.116,0.0,1,0.0,2.318,43.02,0.22,0.00,0.00,0.00,0.00
2.35824,149.062,-453.252,0,0.000,1.671,-0.557,-4.656,1.671,18.645,0.0,1,0.0,2.338,43.02,0.22,0.00,0.00,0.00,0.00
2.37819,148.975,-453.340,0,0.000,-0.217,-0.654,-9.088,-0.217,-3.020,0.0,1,0.0,2.348,43.02,0.22,0.00,0.00,0.00,0.00
